ISIN,Fund_Name,NAV,Date
INF204K01C15,Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Growth Option,62.4368,2025-04-23
INF204KA12N8,Nippon India Corporate Bond Fund - Growth Plan - Bonus Option,42.5249,2025-04-23
INF204K01EF9,Nippon India Corporate Bond Fund - Growth Plan - Growth Option,59.5425,2025-04-23
INF204KA1EM3,NIPPON INDIA CORPORATE BOND FUND - IDCW Option,19.0758,2025-04-23
INF204K01EJ1,NIPPON INDIA CORPORATE BOND FUND - MONTHLY IDCW Option,11.6175,2025-04-23
INF204K01EL7,NIPPON INDIA CORPORATE BOND FUND - QUARTERLY IDCW Option,12.2208,2025-04-23
INF204K01EH5,NIPPON INDIA CORPORATE BOND FUND - WEEKLY IDCW Option,17.1066,2025-04-23
INF223J01CY6,PGIM India Corporate Bond Fund - Annual Dividend,10.4115,2025-04-23
INF223J01OM6,PGIM India Corporate Bond Fund - Direct Plan - Annual Dividend,15.9763,2025-04-23
INF223J01OO2,PGIM India Corporate Bond Fund - Direct Plan - Growth,47.6374,2025-04-23
INF223J01OP9,PGIM India Corporate Bond Fund - Direct Plan - Monthly Dividend,15.2618,2025-04-23
INF223J01OR5,PGIM India Corporate Bond Fund - Direct Plan - Quarterly Dividend,13.2059,2025-04-23
INF223J01DB2,PGIM India Corporate Bond Fund - Growth,42.827,2025-04-23
INF223J01DC0,PGIM India Corporate Bond Fund - Monthly Dividend,13.1141,2025-04-23
INF223J01DE6,PGIM India Corporate Bond Fund - Quarterly Dividend,11.6103,2025-04-23
INF200KA1YR4,SBI Corporate Bond Fund - Direct Plan - Growth,15.8426,2025-04-23
INF200KA1YS2,SBI Corporate Bond Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),14.9538,2025-04-23
INF200KA1YU8,SBI Corporate Bond Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),15.4012,2025-04-23
INF200KA1YM5,SBI Corporate Bond Fund - Regular Plan - Growth,15.3897,2025-04-23
INF200KA1YN3,SBI Corporate Bond Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),14.524,2025-04-23
INF200KA1YP8,SBI Corporate Bond Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),14.9528,2025-04-23
INF903J01OX0,Sundaram Corporate Bond Fund Direct Plan - Annual Income Distribution cum Capital Withdrawal (IDCW),18.3319,2025-04-23
INF903J01NR4,Sundaram Corporate Bond Fund Direct Plan - Growth,41.2019,2025-04-23
INF903J01OW2,Sundaram Corporate Bond Fund Direct Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW),17.581,2025-04-23
INF903J01NS2,Sundaram Corporate Bond Fund Direct Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),17.9797,2025-04-23
INF903J01NU8,Sundaram Corporate Bond Fund Direct Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW),20.068,2025-04-23
INF903J01IA0,Sundaram Corporate Bond Fund Regular Plan - Annual Income Distribution cum Capital Withdrawal (IDCW),17.771,2025-04-23
INF903J01HZ9,Sundaram Corporate Bond Fund Regular Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW),17.4488,2025-04-23
INF903J01HX4,Sundaram Corporate Bond Fund Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),16.9728,2025-04-23
INF903J01HY2,Sundaram Corporate Bond Fund Regular Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW),19.4498,2025-04-23
INF903J01HW6,Sundaram Corporate Bond Fund Regular Plan- Growth,39.8587,2025-04-23
INF277KA1224,Tata Corporate Bond Fund-Direct Plan-Growth,12.5486,2025-04-23
INF277KA1240,Tata Corporate Bond Fund-Direct Plan-IDCW Monthly Payout,12.5486,2025-04-23
INF277KA1232,Tata Corporate Bond Fund-Direct Plan-IDCW Periodic Payout,12.5486,2025-04-23
INF277KA1257,Tata Corporate Bond Fund-Direct Plan-IDCW Quarterly Payout,12.5486,2025-04-23
INF277KA1299,Tata Corporate Bond Fund-Regular Plan-Growth,12.3077,2025-04-23
INF277KA1315,Tata Corporate Bond Fund-Regular Plan-IDCW Monthly Payout,12.3077,2025-04-23
INF277KA1307,Tata Corporate Bond Fund-Regular Plan-IDCW Periodic Payout,12.3077,2025-04-23
INF277KA1323,Tata Corporate Bond Fund-Regular Plan-IDCW Quarterly Payout,12.3077,2025-04-23
INF0GCD01560,TRUSTMF CORPORATE BOND FUND-DIRECT PLAN-GROWTH,1191.5931,2025-04-23
INF0GCD01586,TRUSTMF CORPORATE BOND FUND-DIRECT PLAN-MONTHLY IDCW,1154.158,2025-04-23
INF0GCD01537,TRUSTMF CORPORATE BOND FUND-REGULAR PLAN-GROWTH,1180.8832,2025-04-23
INF0GCD01552,TRUSTMF CORPORATE BOND FUND-REGULAR PLAN-MONTHLY IDCW,1141.938,2025-04-23
INF582M01DU5,Union Corporate Bond Fund - Direct Plan - Growth Option,15.4851,2025-04-23
INF582M01DW1,Union Corporate Bond Fund - Direct Plan - IDCW Option,15.4851,2025-04-23
INF582M01DY7,Union Corporate Bond Fund - Regular Plan - Growth Option,15.1479,2025-04-23
INF582M01EA5,Union Corporate Bond Fund - Regular Plan - IDCW Option,15.1479,2025-04-23
INF789F1A587,UTI Corporate Bond Fund - Direct Plan - Annual IDCW,13.3107,2025-04-23
INF789F1A603,UTI Corporate Bond Fund - Direct Plan - Flexi IDCW,14.642,2025-04-23
INF789F1A538,UTI Corporate Bond Fund - Direct Plan - Growth Option,16.6125,2025-04-23
INF789F1A561,UTI Corporate Bond Fund - Direct Plan - Half-Yearly IDCW,14.195,2025-04-23
INF789F1A546,UTI Corporate Bond Fund - Direct Plan - Quarterly IDCW,14.5293,2025-04-23
INF789F1A496,UTI Corporate Bond Fund - Regular Plan - Annual IDCW,12.9969,2025-04-23
INF789F1A512,UTI Corporate Bond Fund - Regular Plan - Flexi IDCW,14.3246,2025-04-23
INF789F1A447,UTI Corporate Bond Fund - Regular Plan - Growth Option,16.2677,2025-04-23
INF789F1A470,UTI Corporate Bond Fund - Regular Plan - Half-Yearly IDCW,13.745,2025-04-23
INF789F1A454,UTI Corporate Bond Fund - Regular Plan - Quarterly IDCW,14.1457,2025-04-23
INF209KA1K96,Aditya Birla Sun Life Credit Risk Fund - Direct - IDCW,13.2928,2025-04-23
INF209KA1L12,Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Bonus,24.0301,2025-04-23
INF209KA1K88,Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Growth,24.0309,2025-04-23
INF209KA1K54,Aditya Birla Sun Life Credit Risk Fund - Regular - IDCW,12.1738,2025-04-23
INF209KA1K47,Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Growth,21.9652,2025-04-23
INF846K01PJ5,Axis Credit Risk Fund - Direct Plan - Growth,23.6048,2025-04-23
INF846K01PM9,Axis Credit Risk Fund - Direct Plan - Monthly IDCW,10.2332,2025-04-23
INF846K01PK3,Axis Credit Risk Fund - Direct Plan - Weekly IDCW,10.299,2025-04-23
INF846K01PO5,Axis Credit Risk Fund - Regular Plan - Growth,21.1383,2025-04-23
INF846K01PR8,Axis Credit Risk Fund - Regular Plan - Monthly IDCW,10.2353,2025-04-23
INF846K01PP2,Axis Credit Risk Fund - Regular Plan - Weekly IDCW,10.1722,2025-04-23
INF194KA1W05,BANDHAN Credit Risk Fund - Regular Plan Annual IDCW,10.3532,2025-04-23
INF194KA1W39,BANDHAN Credit Risk Fund - Regular Plan Growth,16.3006,2025-04-23
INF194KA1V71,BANDHAN Credit Risk Fund - Regular Plan Half Yearly IDCW,10.2809,2025-04-23
INF194KA1V14,BANDHAN Credit Risk Fund - Regular Plan Periodic IDCW,12.6581,2025-04-23
INF194KA1V48,BANDHAN Credit Risk Fund - Regular Plan Quarterly IDCW,10.6213,2025-04-23
INF194KA1X38,BANDHAN Credit Risk Fund-Direct Plan-Annual IDCW,10.425,2025-04-23
INF194KA1X61,BANDHAN Credit Risk Fund-Direct Plan-Growth,17.6592,2025-04-23
INF194KA1W47,BANDHAN Credit Risk Fund-Direct Plan-Periodic IDCW,12.878,2025-04-23
INF194KA1W70,BANDHAN Credit Risk Fund-Direct Plan-Quarterly IDCW,10.8104,2025-04-23
INF761K01DG8,BANK OF INDIA Credit Risk  Fund - Direct Plan,12.3634,2025-04-23
INF761K01DH6,BANK OF INDIA Credit Risk Fund - Regular Plan,12.0769,2025-04-23
INF955L01IZ3,Baroda BNP Paribas Credit Risk fund - Regular-Quarterly- IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Regular-Quarterly IDCW option Seg. Portfolio 1),0.0,2025-04-23
INF955L01JM9,Baroda BNP Paribas Credit risk fund -Defunct -Growth option -Seg-Portfolio 2 (erstwhile BBNPP Medium Duration Fund-Defunct Growth Option Seg.Portfolio1),0.0,2025-04-23
INF955L01JP2,Baroda BNP Paribas Credit Risk fund -Defunct -Monthly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Defunct-Monthly IDCW option Seg. Portfolio 1),0.0,2025-04-23
INF955L01JF3,Baroda BNP Paribas Credit Risk fund -Direct - Growth option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Direct-Growth option Seg. Portfolio 1),0.0,2025-04-23
INF955L01JG1,Baroda BNP Paribas Credit Risk fund -Direct -Quarterly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Direct-Quarterly IDCW option Seg. Portfolio 1),0.0,2025-04-23
INF955L01FZ9,Baroda BNP Paribas Credit Risk Fund -Direct- Monthly IDCW,14.3922,2025-04-23
INF955L01GA0,Baroda BNP Paribas Credit Risk Fund -Direct- Quarterly IDCW,12.7832,2025-04-23
INF955L01JI7,Baroda BNP Paribas Credit Risk fund -Direct-Daily IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Direct-daily-IDCW option Seg. Portfolio 1),0.0,2025-04-23
INF955L01FR6,Baroda BNP Paribas Credit Risk Fund -Direct-Growth Option,24.0861,2025-04-23
INF955L01JB2,Baroda BNP Paribas Credit Risk fund -Regular -Monthly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Regular-Monthly IDCW option Seg. Portfolio 1),0.0,2025-04-23
INF955L01IY6,Baroda BNP Paribas Credit Risk fund -Regular-Growth -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Regular Growth Seg. Portfolio 1),0.0,2025-04-23
INF955L01FP0,Baroda BNP Paribas Credit Risk Fund -Regular-Growth Option,21.9144,2025-04-23
INF955L01FU0,Baroda BNP Paribas Credit Risk Fund -Regular-Monthly IDCW,11.3662,2025-04-23
INF955L01FV8,Baroda BNP Paribas Credit Risk Fund -Regular-Quarterly IDCW,11.8036,2025-04-23
INF955L01IT6,Baroda BNP Paribas Credit Risk Fund- Direct- Growth Option- Segregated Portfolio- 1,0.0,2025-04-23
INF955L01IW0,Baroda BNP Paribas Credit Risk Fund- Direct- Monthly IDCW Option- Segregated Portfolio- 1,0.0,2025-04-23
INF955L01IO7,Baroda BNP Paribas Credit Risk Fund- Regular- Growth Option- Segregated Portfolio- 1,0.0,2025-04-23
INF955L01IR0,Baroda BNP Paribas Credit Risk Fund- Regular- Monthly IDCW Option- Segregated Portfolio- 1,0.0,2025-04-23
INF955L01IP4,Baroda BNP Paribas Credit Risk Fund- Regular- Quarterly IDCW Option- Segregated Portfolio- 1,0.0,2025-04-23
INF955L01IU4,Baroda BNP Paribas Credit Risk Fund-Direct- Quarterly IDCW Option- Segregated Portfolio- 1,0.0,2025-04-23
INF740K01OV8,DSP Credit Risk Fund - Direct Plan -  IDCW - Monthly,11.2512,2025-04-23
INF740K01OS4,DSP Credit Risk Fund - Direct Plan - Growth,53.1323,2025-04-23
INF740K01OT2,DSP Credit Risk Fund - Direct Plan - IDCW,11.7693,2025-04-23
INF740K01OX4,DSP Credit Risk Fund - Direct Plan - IDCW - Quarterly ,11.5218,2025-04-23
INF740KA1NY0,DSP Credit Risk Fund - Direct Plan - IDCW - Weekly,11.1336,2025-04-23
INF740K01581,DSP Credit Risk Fund - Regular Plan - IDCW,11.7137,2025-04-23
INF740K01JW6,DSP Credit Risk Fund - Regular Plan - IDCW - Monthly,11.3155,2025-04-23
INF740K01JY2,DSP Credit Risk Fund - Regular Plan - IDCW - Quarterly ,11.3992,2025-04-23
INF740K01FR4,DSP Credit Risk Fund - Regular Plan - IDCW - Weekly,11.1321,2025-04-23
INF740K01599,DSP Credit Risk Fund - Regular Plan -Growth,48.7473,2025-04-23
INF090I01VZ8,Franklin India Credit Risk Fund - Segregated Portfolio 3 (9.50% Yes bank Ltd CO 23Dec21) - Direct Growth Plan,0.0,2025-04-23
INF090I01VX3,Franklin India Credit Risk Fund - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Growth Plan,0.0,2025-04-23
INF090I01VW5,Franklin India Credit Risk Fund- Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - IDCW,0.0,2025-04-23
INF090I01VY1,Franklin India Credit Risk Fund-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct IDCW,0.0,2025-04-23
INF179KA1GC0,HDFC Credit Risk Debt Fund - Growth Option,23.7677,2025-04-23
INF179KA1FZ3,HDFC Credit Risk Debt Fund - Growth Option - Direct Plan,25.6517,2025-04-23
INF179KA1I87,HDFC Credit Risk Debt Fund - IDCW Option,21.8861,2025-04-23
INF179KA1I61,HDFC Credit Risk Debt Fund - IDCW Option - Direct Plan,22.4864,2025-04-23
INF179KA1GA4,HDFC Credit Risk Debt Fund - Quarterly IDCW - Direct Plan,10.7378,2025-04-23
INF179KA1GD8,HDFC Credit Risk Debt Fund - Quarterly IDCW Option,10.4057,2025-04-23
INF917K01UL0,HSBC Credit Risk Fund - Direct Annual IDCW,12.2887,2025-04-23
INF917K01UH8,HSBC Credit Risk Fund - Direct Growth,31.1717,2025-04-23
INF917K01E29,HSBC Credit Risk Fund - Direct IDCW,11.2653,2025-04-23
INF917K01UN6,HSBC Credit Risk Fund - Regular Annual IDCW,11.3873,2025-04-23
INF917K01130,HSBC Credit Risk Fund - Regular Growth,28.7923,2025-04-23
INF917K01114,HSBC Credit Risk Fund - Regular IDCW,10.3605,2025-04-23
INF109K01V00,ICICI Prudential Credit Risk Fund - Direct Plan - Growth,34.4832,2025-04-23
INF109K01V34,ICICI Prudential Credit Risk Fund - Direct Plan - Quarterly IDCW,11.7833,2025-04-23
INF109K01GU4,ICICI Prudential Credit Risk Fund - Growth,31.3306,2025-04-23
INF109K01GV2,ICICI Prudential Credit Risk Fund - Quarterly IDCW,11.1212,2025-04-23
INF205K01J09,Invesco India Credit Risk Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment),2142.9405,2025-04-23
INF205K01I83,Invesco India Credit Risk Fund - Direct Plan - Growth,2127.0656,2025-04-23
INF205K01I91,Invesco India Credit Risk Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment),1195.2673,2025-04-23
INF205K01I59,Invesco India Credit Risk Fund - Regular Plan - Discretionary IDCW (Payout / Reinvestment),1914.6705,2025-04-23
INF205K01I34,Invesco India Credit Risk Fund - Regular Plan - Growth,1915.2661,2025-04-23
INF205K01I42,Invesco India Credit Risk Fund - Regular Plan - Monthly IDCW (Payout / Reinvestment),1406.611,2025-04-23
INF174K01MG5,Kotak Credit Risk Fund - Direct Plan - Standard Income Distribution cum capital withdrawal option,24.4435,2025-04-23
INF174K01DY7,Kotak Credit Risk Fund - Growth,28.9813,2025-04-23
INF174K01LZ7,Kotak Credit Risk Fund - Growth - Direct,32.5439,2025-04-23
INF174K01EG2,Kotak Credit Risk Fund - Regular Plan - Standard Income Distribution cum capital withdrawal option,12.6036,2025-04-23
INF204K01FQ3,Nippon India Credit Risk Fund  - Growth Plan,34.4888,2025-04-23
INF204K01FT7,Nippon India Credit Risk Fund  - Institutional Growth Plan,35.9976,2025-04-23
INF204KB17P0,NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - IDCW Option,0.0,2025-04-23
INF204KB15P4,NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - QUARTERLY IDCW Option,0.0,2025-04-23
INF204KB13Q7,NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - IDCW Option,0.0,2025-04-23
INF204KB11Q1,NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY IDCW Option,0.0,2025-04-23
INF204K01A74,Nippon India Credit Risk Fund - Direct Plan - Growth Plan,37.8974,2025-04-23
INF204KA1WV6,NIPPON INDIA CREDIT RISK FUND - DIRECT Plan - IDCW Option,20.5186,2025-04-23
INF204K01A82,NIPPON INDIA CREDIT RISK FUND - DIRECT Plan - QUARTERLY IDCW Option,13.7599,2025-04-23
INF204KA1WT0,NIPPON INDIA CREDIT RISK FUND - IDCW Option,18.9197,2025-04-23
INF204K01FR1,NIPPON INDIA CREDIT RISK FUND - QUARTERLY IDCW Option,13.1631,2025-04-23
INF204KB14P7,Nippon India Credit Risk Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan,0.0,2025-04-23
INF204KB19P6,Nippon India Credit Risk Fund - Segregated Portfolio 2 - Growth Plan,0.0,2025-04-23
INF204KB10Q3,Nippon India Credit Risk Fund - Segregated Portfolio 2 - Institutional Growth Plan,0.0,2025-04-23
INF200K01ST8,SBI Credit Risk Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),22.6351,2025-04-23
INF200K01SV4,SBI CREDIT RISK FUND - DIRECT PLAN -GROWTH,48.64,2025-04-23
INF200K01685,SBI CREDIT RISK FUND - REGULAR PLAN - GROWTH,45.0984,2025-04-23
INF200K01693,SBI Credit Risk Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),20.3883,2025-04-23
INF789F1ARG8,UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Annual Dividend Option,0.0,2025-04-23
INF789F1ARK0,UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Flexi Dividend Option,0.0,2025-04-23
INF789F1ARF0,UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Growth Option,0.0,2025-04-23
INF789F1ARI4,UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Half Yearly Dividend Option,0.0,2025-04-23
INF789F1ARM6,UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Monthly Dividend Option,0.0,2025-04-23
INF789F1ARD5,UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Quarterly Dividend Option,0.0,2025-04-23
INF789F1ARR5,UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Annual Dividend Option,0.0,2025-04-23
INF789F1ARV7,UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Flexi Dividend Option,0.0,2025-04-23
INF789F1ARQ7,UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Growth Option,0.0,2025-04-23
INF789F1ART1,UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Half Yearly Dividend Option,0.0,2025-04-23
INF789F1ARX3,UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Monthly Dividend Option,0.0,2025-04-23
INF789F1ARO2,UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Quarterly Dividend Option,0.0,2025-04-23
INF789F01QZ1,UTI Credit Risk Fund  - Regular Plan - Growth Option,16.8916,2025-04-23
INF789FB1U28,UTI Credit Risk Fund - Direct Plan - Annual IDCW,12.092,2025-04-23
INF789FB1U44,UTI Credit Risk Fund - Direct Plan - Flexi IDCW,12.0964,2025-04-23
INF789F01YB6,UTI Credit Risk Fund - Direct Plan - Growth Option,19.0594,2025-04-23
INF789FA1W02,UTI Credit Risk Fund - Direct Plan - Half-Yearly IDCW,12.1388,2025-04-23
INF789FB1U02,UTI Credit Risk Fund - Direct Plan - Monthly IDCW,11.3109,2025-04-23
INF789F01YC4,UTI Credit Risk Fund - Direct Plan - Quarterly IDCW,13.4493,2025-04-23
INF789FA1V60,UTI Credit Risk Fund - Regular Plan - Annual IDCW,11.2714,2025-04-23
INF789FA1V86,UTI Credit Risk Fund - Regular Plan - Flexi IDCW,10.9654,2025-04-23
INF789FA1V45,UTI Credit Risk Fund - Regular Plan - Half-Yearly IDCW,11.3315,2025-04-23
INF789FB1T88,UTI Credit Risk Fund - Regular Plan - Monthly IDCW,10.1436,2025-04-23
INF789F01RA2,UTI Credit Risk Fund - Regular Plan - Quarterly IDCW,11.9984,2025-04-23
INF579M01183,360 ONE Dynamic Bond Fund - Regular Plan - Growth Option,22.4094,2025-04-23
INF579M01266,360 ONE Dynamic Bond Fund Direct Plan Growth,23.6309,2025-04-23
INF579M01282,360 ONE Dynamic Bond Fund Direct Plan Monthly Dividend,13.9299,2025-04-23
INF579M01290,360 ONE Dynamic Bond Fund Direct Plan Quarterly Dividend,21.8049,2025-04-23
INF579M01191,360 ONE Dynamic Bond Fund Regular Plan Bonus,22.4093,2025-04-23
INF579M01225,360 ONE Dynamic Bond Fund Regular Plan Half Yearly Dividend,21.6249,2025-04-23
INF579M01209,360 ONE Dynamic Bond Fund Regular Plan Monthly Dividend,12.9337,2025-04-23
INF579M01217,360 ONE Dynamic Bond Fund Regular Plan Quarterly Dividend,21.6251,2025-04-23
INF209K01N82,Aditya Birla Sun Life Dynamic Bond Fund - Growth - Direct Plan,49.6871,2025-04-23
INF209K01793,Aditya Birla Sun Life Dynamic Bond Fund - Growth - Regular Plan,46.3685,2025-04-23
INF209KA1TX3,Aditya Birla Sun Life Dynamic Bond Fund -Direct - IDCW,13.2602,2025-04-23
INF209K01R62,Aditya Birla Sun Life Dynamic Bond Fund -DIRECT - MONTHLY IDCW,11.3383,2025-04-23
INF209K01R88,Aditya Birla Sun Life Dynamic Bond Fund -Direct - Quarterly IDCW,11.1823,2025-04-23
INF209KA1TV7,Aditya Birla Sun Life Dynamic Bond Fund -Regular - IDCW,12.2562,2025-04-23
INF209K01801,Aditya Birla Sun Life Dynamic Bond Fund -REGULAR - MONTHLY IDCW,10.9046,2025-04-23
INF209K01819,Aditya Birla Sun Life Dynamic Bond Fund -Regular - Quarterly IDCW,10.9392,2025-04-23
INF209K01JW2,Aditya Birla Sun Life Dynamic Bond Fund-Discipline Advantage Plan-Growth,32.0643,2025-04-23
INF846K01DI3,Axis Dynamic Bond Fund - Direct Plan - Growth Option,32.5704,2025-04-23
INF846K01DJ1,Axis Dynamic Bond Fund - Direct Plan - Half Yearly IDCW,12.7577,2025-04-23
INF846K01DL7,Axis Dynamic Bond Fund - Direct Plan - Quarterly IDCW,11.3075,2025-04-23
INF846K01917,Axis Dynamic Bond Fund - Regular Plan - Growth Option,29.6758,2025-04-23
INF846K01941,Axis Dynamic Bond Fund - Regular Plan - Half Yearly IDCW,11.678,2025-04-23
INF846K01925,Axis Dynamic Bond Fund - Regular Plan - Quarterly IDCW,11.3657,2025-04-23
INF194K01QI0,BANDHAN Dynamic Bond Fund - Regular Plan B - Quarterly IDCW,11.7791,2025-04-23
INF194K01QL4,BANDHAN Dynamic Bond Fund - Regular Plan B - Annual IDCW,11.4252,2025-04-23
INF194K01QG4,BANDHAN Dynamic Bond Fund - Regular Plan B - Growth,34.5514,2025-04-23
INF194K018R9,BANDHAN Dynamic Bond Fund - Regular Plan B - Half Yearly IDCW,11.0318,2025-04-23
INF194K01QO8,BANDHAN Dynamic Bond Fund - Regular Plan B - IDCW,13.2112,2025-04-23
INF194KA1TM3,BANDHAN Dynamic Bond Fund - Regular Plan B - Periodic IDCW,13.7299,2025-04-23
INF194K01O13,BANDHAN Dynamic Bond Fund-Direct Plan-Annual IDCW,11.9274,2025-04-23
INF194K01N63,BANDHAN Dynamic Bond Fund-Direct Plan-Growth,38.3396,2025-04-23
INF194K011P8,BANDHAN Dynamic Bond Fund-Direct Plan-Half Yearly IDCW,11.2377,2025-04-23
INF194K01O47,BANDHAN Dynamic Bond Fund-Direct Plan-IDCW,16.4606,2025-04-23
INF194KA1TP6,BANDHAN Dynamic Bond Fund-Direct Plan-Periodic IDCW,13.4435,2025-04-23
INF194K01N89,BANDHAN Dynamic Bond Fund-Direct Plan-Quarterly IDCW,13.7905,2025-04-23
INF251K01GW0,Baroda BNP Paribas Dynamic Bond Fund - Direct Plan - Growth Option,51.2335,2025-04-23
INF251K01GZ3,Baroda BNP Paribas Dynamic Bond Fund - Direct Plan - Monthly IDCW Option,11.0862,2025-04-23
